date_pk,date_id,date,day,month,quarter,year,day_of_week,the_day,the_month
1529,19900423,1990-04-23,23,4,Q2,1990,1,Monday,April
1530,19900430,1990-04-30,30,4,Q2,1990,1,Monday,April
1531,19900504,1990-05-04,4,5,Q2,1990,5,Friday,May
1532,19900505,1990-05-05,5,5,Q2,1990,6,Saturday,May
1533,19900507,1990-05-07,7,5,Q2,1990,1,Monday,May
1534,19900514,1990-05-14,14,5,Q2,1990,1,Monday,May
1535,19900521,1990-05-21,21,5,Q2,1990,1,Monday,May
1536,19900528,1990-05-28,28,5,Q2,1990,1,Monday,May
1537,19900611,1990-06-11,11,6,Q2,1990,1,Monday,June
1538,19900615,1990-06-15,15,6,Q2,1990,5,Friday,June
1539,19900618,1990-06-18,18,6,Q2,1990,1,Monday,June
1540,19900625,1990-06-25,25,6,Q2,1990,1,Monday,June
1541,19900709,1990-07-09,9,7,Q3,1990,1,Monday,July
1542,19900716,1990-07-16,16,7,Q3,1990,1,Monday,July
1543,19900720,1990-07-20,20,7,Q3,1990,5,Friday,July
1544,19900723,1990-07-23,23,7,Q3,1990,1,Monday,July
1545,19900730,1990-07-30,30,7,Q3,1990,1,Monday,July
1546,19900806,1990-08-06,6,8,Q3,1990,1,Monday,August
1547,19900813,1990-08-13,13,8,Q3,1990,1,Monday,August
1548,19900820,1990-08-20,20,8,Q3,1990,1,Monday,August
1549,19900824,1990-08-24,24,8,Q3,1990,5,Friday,August
1550,19900827,1990-08-27,27,8,Q3,1990,1,Monday,August
1551,19900910,1990-09-10,10,9,Q3,1990,1,Monday,September
1552,19900913,1990-09-13,13,9,Q3,1990,4,Thursday,September
1553,19900921,1990-09-21,21,9,Q3,1990,5,Friday,September
1554,19900924,1990-09-24,24,9,Q3,1990,1,Monday,September
1555,19901001,1990-10-01,1,10,Q4,1990,1,Monday,October
1556,19901008,1990-10-08,8,10,Q4,1990,1,Monday,October
1557,19901015,1990-10-15,15,10,Q4,1990,1,Monday,October
1558,19901022,1990-10-22,22,10,Q4,1990,1,Monday,October
1559,19901029,1990-10-29,29,10,Q4,1990,1,Monday,October
1560,19901105,1990-11-05,5,11,Q4,1990,1,Monday,November
1561,19901112,1990-11-12,12,11,Q4,1990,1,Monday,November
1562,19901130,1990-11-30,30,11,Q4,1990,5,Friday,November
1563,19901211,1990-12-11,11,12,Q4,1990,2,Tuesday,December
1564,19901231,1990-12-31,31,12,Q4,1990,1,Monday,December
1565,19910107,1991-01-07,7,1,Q1,1991,1,Monday,January
1566,19910114,1991-01-14,14,1,Q1,1991,1,Monday,January
1567,19910201,1991-02-01,1,2,Q1,1991,5,Friday,February
1568,19910204,1991-02-04,4,2,Q1,1991,1,Monday,February
1569,19910208,1991-02-08,8,2,Q1,1991,5,Friday,February
1570,19910211,1991-02-11,11,2,Q1,1991,1,Monday,February
1571,19910218,1991-02-18,18,2,Q1,1991,1,Monday,February
1572,19910225,1991-02-25,25,2,Q1,1991,1,Monday,February
1573,19910304,1991-03-04,4,3,Q1,1991,1,Monday,March
1574,19910315,1991-03-15,15,3,Q1,1991,5,Friday,March
1575,19910329,1991-03-29,29,3,Q1,1991,5,Friday,March
1576,19910330,1991-03-30,30,3,Q1,1991,6,Saturday,March
1577,19910401,1991-04-01,1,4,Q2,1991,1,Monday,April
1578,19910405,1991-04-05,5,4,Q2,1991,5,Friday,April
1579,19910408,1991-04-08,8,4,Q2,1991,1,Monday,April
1580,19910415,1991-04-15,15,4,Q2,1991,1,Monday,April
1581,19910422,1991-04-22,22,4,Q2,1991,1,Monday,April
1582,19910429,1991-04-29,29,4,Q2,1991,1,Monday,April
1583,19910503,1991-05-03,3,5,Q2,1991,5,Friday,May
1584,19910506,1991-05-06,6,5,Q2,1991,1,Monday,May
1585,19910508,1991-05-08,8,5,Q2,1991,3,Wednesday,May
1586,19910510,1991-05-10,10,5,Q2,1991,5,Friday,May
1587,19910513,1991-05-13,13,5,Q2,1991,1,Monday,May
1588,19910520,1991-05-20,20,5,Q2,1991,1,Monday,May
1589,19910527,1991-05-27,27,5,Q2,1991,1,Monday,May
1590,19910610,1991-06-10,10,6,Q2,1991,1,Monday,June
1591,19910613,1991-06-13,13,6,Q2,1991,4,Thursday,June
1592,19910614,1991-06-14,14,6,Q2,1991,5,Friday,June
1593,19910617,1991-06-17,17,6,Q2,1991,1,Monday,June
1594,19910624,1991-06-24,24,6,Q2,1991,1,Monday,June
1595,19910708,1991-07-08,8,7,Q3,1991,1,Monday,July
1596,19910715,1991-07-15,15,7,Q3,1991,1,Monday,July
1597,19910719,1991-07-19,19,7,Q3,1991,5,Friday,July
1598,19910722,1991-07-22,22,7,Q3,1991,1,Monday,July
1599,19910726,1991-07-26,26,7,Q3,1991,5,Friday,July
1600,19910729,1991-07-29,29,7,Q3,1991,1,Monday,July
1601,19910805,1991-08-05,5,8,Q3,1991,1,Monday,August
1602,19910812,1991-08-12,12,8,Q3,1991,1,Monday,August
1603,19910819,1991-08-19,19,8,Q3,1991,1,Monday,August
1604,19910826,1991-08-26,26,8,Q3,1991,1,Monday,August
1605,19910909,1991-09-09,9,9,Q3,1991,1,Monday,September
1606,19910913,1991-09-13,13,9,Q3,1991,5,Friday,September
1607,19910920,1991-09-20,20,9,Q3,1991,5,Friday,September
1608,19910923,1991-09-23,23,9,Q3,1991,1,Monday,September
1609,19910930,1991-09-30,30,9,Q3,1991,1,Monday,September
1610,19911007,1991-10-07,7,10,Q4,1991,1,Monday,October
1611,19911014,1991-10-14,14,10,Q4,1991,1,Monday,October
1612,19911021,1991-10-21,21,10,Q4,1991,1,Monday,October
1613,19911028,1991-10-28,28,10,Q4,1991,1,Monday,October
1614,19911104,1991-11-04,4,11,Q4,1991,1,Monday,November
1615,19911112,1991-11-12,12,11,Q4,1991,2,Tuesday,November
1616,19911129,1991-11-29,29,11,Q4,1991,5,Friday,November
1617,19911210,1991-12-10,10,12,Q4,1991,2,Tuesday,December
1618,19911230,1991-12-30,30,12,Q4,1991,1,Monday,December
1619,19920106,1992-01-06,6,1,Q1,1992,1,Monday,January
1620,19920113,1992-01-13,13,1,Q1,1992,1,Monday,January
1621,19920131,1992-01-31,31,1,Q1,1992,5,Friday,January
1622,19920201,1992-02-01,1,2,Q1,1992,6,Saturday,February
1623,19920203,1992-02-03,3,2,Q1,1992,1,Monday,February
1624,19920210,1992-02-10,10,2,Q1,1992,1,Monday,February
1625,19920217,1992-02-17,17,2,Q1,1992,1,Monday,February
1626,19920224,1992-02-24,24,2,Q1,1992,1,Monday,February
1627,19920302,1992-03-02,2,3,Q1,1992,1,Monday,March
1628,19920313,1992-03-13,13,3,Q1,1992,5,Friday,March
1629,19920316,1992-03-16,16,3,Q1,1992,1,Monday,March
1630,19920327,1992-03-27,27,3,Q1,1992,5,Friday,March
1631,19920330,1992-03-30,30,3,Q1,1992,1,Monday,March
1632,19920406,1992-04-06,6,4,Q2,1992,1,Monday,April
1633,19920413,1992-04-13,13,4,Q2,1992,1,Monday,April
1634,19920420,1992-04-20,20,4,Q2,1992,1,Monday,April
1635,19920427,1992-04-27,27,4,Q2,1992,1,Monday,April
1636,19920501,1992-05-01,1,5,Q2,1992,5,Friday,May
1637,19920504,1992-05-04,4,5,Q2,1992,1,Monday,May
1638,19920511,1992-05-11,11,5,Q2,1992,1,Monday,May
1639,19920518,1992-05-18,18,5,Q2,1992,1,Monday,May
1640,19920525,1992-05-25,25,5,Q2,1992,1,Monday,May
1641,19920608,1992-06-08,8,6,Q2,1992,1,Monday,June
1642,19920615,1992-06-15,15,6,Q2,1992,1,Monday,June
1643,19920622,1992-06-22,22,6,Q2,1992,1,Monday,June
1644,19920706,1992-07-06,6,7,Q3,1992,1,Monday,July
1645,19920713,1992-07-13,13,7,Q3,1992,1,Monday,July
1646,19920717,1992-07-17,17,7,Q3,1992,5,Friday,July
1647,19920720,1992-07-20,20,7,Q3,1992,1,Monday,July
1648,19920727,1992-07-27,27,7,Q3,1992,1,Monday,July
1649,19920803,1992-08-03,3,8,Q3,1992,1,Monday,August
1650,19920810,1992-08-10,10,8,Q3,1992,1,Monday,August
1651,19920817,1992-08-17,17,8,Q3,1992,1,Monday,August
1652,19920824,1992-08-24,24,8,Q3,1992,1,Monday,August
1653,19920831,1992-08-31,31,8,Q3,1992,1,Monday,August
1654,19920914,1992-09-14,14,9,Q3,1992,1,Monday,September
1655,19920925,1992-09-25,25,9,Q3,1992,5,Friday,September
1656,19920928,1992-09-28,28,9,Q3,1992,1,Monday,September
1657,19921005,1992-10-05,5,10,Q4,1992,1,Monday,October
1658,19921012,1992-10-12,12,10,Q4,1992,1,Monday,October
1659,19921019,1992-10-19,19,10,Q4,1992,1,Monday,October
1660,19921026,1992-10-26,26,10,Q4,1992,1,Monday,October
1661,19921102,1992-11-02,2,11,Q4,1992,1,Monday,November
1662,19921109,1992-11-09,9,11,Q4,1992,1,Monday,November
1663,19921116,1992-11-16,16,11,Q4,1992,1,Monday,November
1664,19921204,1992-12-04,4,12,Q4,1992,5,Friday,December
1665,19921208,1992-12-08,8,12,Q4,1992,2,Tuesday,December
1666,19930104,1993-01-04,4,1,Q1,1993,1,Monday,January
1667,19930111,1993-01-11,11,1,Q1,1993,1,Monday,January
1668,19930118,1993-01-18,18,1,Q1,1993,1,Monday,January
1669,19930201,1993-02-01,1,2,Q1,1993,1,Monday,February
1670,19930205,1993-02-05,5,2,Q1,1993,5,Friday,February
1671,19930208,1993-02-08,8,2,Q1,1993,1,Monday,February
1672,19930215,1993-02-15,15,2,Q1,1993,1,Monday,February
1673,19930222,1993-02-22,22,2,Q1,1993,1,Monday,February
1674,19930301,1993-03-01,1,3,Q1,1993,1,Monday,March
1675,19930308,1993-03-08,8,3,Q1,1993,1,Monday,March
1676,19930312,1993-03-12,12,3,Q1,1993,5,Friday,March
1677,19930315,1993-03-15,15,3,Q1,1993,1,Monday,March
1678,19930326,1993-03-26,26,3,Q1,1993,5,Friday,March
1679,19930329,1993-03-29,29,3,Q1,1993,1,Monday,March
1680,19930405,1993-04-05,5,4,Q2,1993,1,Monday,April
1681,19930412,1993-04-12,12,4,Q2,1993,1,Monday,April
1682,19930419,1993-04-19,19,4,Q2,1993,1,Monday,April
1683,19930426,1993-04-26,26,4,Q2,1993,1,Monday,April
1684,19930430,1993-04-30,30,4,Q2,1993,5,Friday,April
1685,19930503,1993-05-03,3,5,Q2,1993,1,Monday,May
1686,19930510,1993-05-10,10,5,Q2,1993,1,Monday,May
1687,19930517,1993-05-17,17,5,Q2,1993,1,Monday,May
1688,19930524,1993-05-24,24,5,Q2,1993,1,Monday,May
1689,19930607,1993-06-07,7,6,Q2,1993,1,Monday,June
1690,19930614,1993-06-14,14,6,Q2,1993,1,Monday,June
1691,19930621,1993-06-21,21,6,Q2,1993,1,Monday,June
1692,19930705,1993-07-05,5,7,Q3,1993,1,Monday,July
1693,19930716,1993-07-16,16,7,Q3,1993,5,Friday,July
1694,19930719,1993-07-19,19,7,Q3,1993,1,Monday,July
1695,19930726,1993-07-26,26,7,Q3,1993,1,Monday,July
1696,19930802,1993-08-02,2,8,Q3,1993,1,Monday,August
1697,19930809,1993-08-09,9,8,Q3,1993,1,Monday,August
1698,19930816,1993-08-16,16,8,Q3,1993,1,Monday,August
1699,19930823,1993-08-23,23,8,Q3,1993,1,Monday,August
1700,19930830,1993-08-30,30,8,Q3,1993,1,Monday,August
1701,19930913,1993-09-13,13,9,Q3,1993,1,Monday,September
1702,19930922,1993-09-22,22,9,Q3,1993,3,Wednesday,September
1703,19930924,1993-09-24,24,9,Q3,1993,5,Friday,September
1704,19930927,1993-09-27,27,9,Q3,1993,1,Monday,September
1705,19931004,1993-10-04,4,10,Q4,1993,1,Monday,October
1706,19931008,1993-10-08,8,10,Q4,1993,5,Friday,October
1707,19931011,1993-10-11,11,10,Q4,1993,1,Monday,October
1708,19931018,1993-10-18,18,10,Q4,1993,1,Monday,October
1709,19931025,1993-10-25,25,10,Q4,1993,1,Monday,October
1710,19931101,1993-11-01,1,11,Q4,1993,1,Monday,November
1711,19931108,1993-11-08,8,11,Q4,1993,1,Monday,November
1712,19931115,1993-11-15,15,11,Q4,1993,1,Monday,November
1713,19931203,1993-12-03,3,12,Q4,1993,5,Friday,December
1714,19931207,1993-12-07,7,12,Q4,1993,2,Tuesday,December
1715,19940103,1994-01-03,3,1,Q1,1994,1,Monday,January
1716,19940110,1994-01-10,10,1,Q1,1994,1,Monday,January
1717,19940117,1994-01-17,17,1,Q1,1994,1,Monday,January
1718,19940131,1994-01-31,31,1,Q1,1994,1,Monday,January
1719,19940204,1994-02-04,4,2,Q1,1994,5,Friday,February
1720,19940207,1994-02-07,7,2,Q1,1994,1,Monday,February
1721,19940214,1994-02-14,14,2,Q1,1994,1,Monday,February
1722,19940221,1994-02-21,21,2,Q1,1994,1,Monday,February
1723,19940228,1994-02-28,28,2,Q1,1994,1,Monday,February
1724,19940307,1994-03-07,7,3,Q1,1994,1,Monday,March
1725,19940314,1994-03-14,14,3,Q1,1994,1,Monday,March
1726,19940325,1994-03-25,25,3,Q1,1994,5,Friday,March
1727,19940328,1994-03-28,28,3,Q1,1994,1,Monday,March
1728,19940404,1994-04-04,4,4,Q2,1994,1,Monday,April
1729,19940411,1994-04-11,11,4,Q2,1994,1,Monday,April
1730,19940418,1994-04-18,18,4,Q2,1994,1,Monday,April
1731,19940425,1994-04-25,25,4,Q2,1994,1,Monday,April
1732,19940429,1994-04-29,29,4,Q2,1994,5,Friday,April
1733,19940502,1994-05-02,2,5,Q2,1994,1,Monday,May
1734,19940506,1994-05-06,6,5,Q2,1994,5,Friday,May
1735,19940509,1994-05-09,9,5,Q2,1994,1,Monday,May
1736,19940516,1994-05-16,16,5,Q2,1994,1,Monday,May
1737,19940523,1994-05-23,23,5,Q2,1994,1,Monday,May
1738,19940606,1994-06-06,6,6,Q2,1994,1,Monday,June
1739,19940613,1994-06-13,13,6,Q2,1994,1,Monday,June
1740,19940620,1994-06-20,20,6,Q2,1994,1,Monday,June
1741,19940704,1994-07-04,4,7,Q3,1994,1,Monday,July
1742,19940708,1994-07-08,8,7,Q3,1994,5,Friday,July
1743,19940715,1994-07-15,15,7,Q3,1994,5,Friday,July
1744,19940718,1994-07-18,18,7,Q3,1994,1,Monday,July
1745,19940725,1994-07-25,25,7,Q3,1994,1,Monday,July
1746,19940801,1994-08-01,1,8,Q3,1994,1,Monday,August
1747,19940808,1994-08-08,8,8,Q3,1994,1,Monday,August
1748,19940815,1994-08-15,15,8,Q3,1994,1,Monday,August
1749,19940822,1994-08-22,22,8,Q3,1994,1,Monday,August
1750,19940829,1994-08-29,29,8,Q3,1994,1,Monday,August
1751,19940912,1994-09-12,12,9,Q3,1994,1,Monday,September
1752,19940923,1994-09-23,23,9,Q3,1994,5,Friday,September
1753,19940926,1994-09-26,26,9,Q3,1994,1,Monday,September
1754,19941003,1994-10-03,3,10,Q4,1994,1,Monday,October
1755,19941010,1994-10-10,10,10,Q4,1994,1,Monday,October
1756,19941017,1994-10-17,17,10,Q4,1994,1,Monday,October
1757,19941024,1994-10-24,24,10,Q4,1994,1,Monday,October
1758,19941031,1994-10-31,31,10,Q4,1994,1,Monday,October
1759,19941107,1994-11-07,7,11,Q4,1994,1,Monday,November
1760,19941115,1994-11-15,15,11,Q4,1994,2,Tuesday,November
1761,19941202,1994-12-02,2,12,Q4,1994,5,Friday,December
1762,19941206,1994-12-06,6,12,Q4,1994,2,Tuesday,December
1763,19950102,1995-01-02,2,1,Q1,1995,1,Monday,January
1764,19950109,1995-01-09,9,1,Q1,1995,1,Monday,January
1765,19950116,1995-01-16,16,1,Q1,1995,1,Monday,January
1766,19950203,1995-02-03,3,2,Q1,1995,5,Friday,February
1767,19950206,1995-02-06,6,2,Q1,1995,1,Monday,February
1768,19950213,1995-02-13,13,2,Q1,1995,1,Monday,February
1769,19950220,1995-02-20,20,2,Q1,1995,1,Monday,February
1770,19950227,1995-02-27,27,2,Q1,1995,1,Monday,February
1771,19950306,1995-03-06,6,3,Q1,1995,1,Monday,March
1772,19950313,1995-03-13,13,3,Q1,1995,1,Monday,March
1773,19950320,1995-03-20,20,3,Q1,1995,1,Monday,March
1774,19950331,1995-03-31,31,3,Q1,1995,5,Friday,March
1775,19950403,1995-04-03,3,4,Q2,1995,1,Monday,April
1776,19950410,1995-04-10,10,4,Q2,1995,1,Monday,April
1777,19950417,1995-04-17,17,4,Q2,1995,1,Monday,April
1778,19950424,1995-04-24,24,4,Q2,1995,1,Monday,April
1779,19950428,1995-04-28,28,4,Q2,1995,5,Friday,April
1780,19950501,1995-05-01,1,5,Q2,1995,1,Monday,May
1781,19950508,1995-05-08,8,5,Q2,1995,1,Monday,May
1782,19950515,1995-05-15,15,5,Q2,1995,1,Monday,May
1783,19950522,1995-05-22,22,5,Q2,1995,1,Monday,May
1784,19950529,1995-05-29,29,5,Q2,1995,1,Monday,May
1785,19950612,1995-06-12,12,6,Q2,1995,1,Monday,June
1786,19950619,1995-06-19,19,6,Q2,1995,1,Monday,June
1787,19950626,1995-06-26,26,6,Q2,1995,1,Monday,June
1788,19950710,1995-07-10,10,7,Q3,1995,1,Monday,July
1789,19950714,1995-07-14,14,7,Q3,1995,5,Friday,July
1790,19950717,1995-07-17,17,7,Q3,1995,1,Monday,July
1791,19950724,1995-07-24,24,7,Q3,1995,1,Monday,July
1792,19950731,1995-07-31,31,7,Q3,1995,1,Monday,July
1793,19950807,1995-08-07,7,8,Q3,1995,1,Monday,August
1794,19950814,1995-08-14,14,8,Q3,1995,1,Monday,August
1795,19950821,1995-08-21,21,8,Q3,1995,1,Monday,August
1796,19950828,1995-08-28,28,8,Q3,1995,1,Monday,August
1797,19950911,1995-09-11,11,9,Q3,1995,1,Monday,September
1798,19950921,1995-09-21,21,9,Q3,1995,4,Thursday,September
1799,19950922,1995-09-22,22,9,Q3,1995,5,Friday,September
1800,19950925,1995-09-25,25,9,Q3,1995,1,Monday,September
1801,19951002,1995-10-02,2,10,Q4,1995,1,Monday,October
1802,19951009,1995-10-09,9,10,Q4,1995,1,Monday,October
1803,19951016,1995-10-16,16,10,Q4,1995,1,Monday,October
1804,19951023,1995-10-23,23,10,Q4,1995,1,Monday,October
1805,19951030,1995-10-30,30,10,Q4,1995,1,Monday,October
1806,19951106,1995-11-06,6,11,Q4,1995,1,Monday,November
1807,19951114,1995-11-14,14,11,Q4,1995,2,Tuesday,November
1808,19951201,1995-12-01,1,12,Q4,1995,5,Friday,December
1809,19951205,1995-12-05,5,12,Q4,1995,2,Tuesday,December
1810,19960101,1996-01-01,1,1,Q1,1996,1,Monday,January
1811,19960108,1996-01-08,8,1,Q1,1996,1,Monday,January
1812,19960115,1996-01-15,15,1,Q1,1996,1,Monday,January
1813,19960129,1996-01-29,29,1,Q1,1996,1,Monday,January
1814,19960209,1996-02-09,9,2,Q1,1996,5,Friday,February
1815,19960212,1996-02-12,12,2,Q1,1996,1,Monday,February
1816,19960219,1996-02-19,19,2,Q1,1996,1,Monday,February
1817,19960223,1996-02-23,23,2,Q1,1996,5,Friday,February
1818,19960226,1996-02-26,26,2,Q1,1996,1,Monday,February
1819,19960304,1996-03-04,4,3,Q1,1996,1,Monday,March
1820,19960311,1996-03-11,11,3,Q1,1996,1,Monday,March
1821,19960318,1996-03-18,18,3,Q1,1996,1,Monday,March
1822,19960325,1996-03-25,25,3,Q1,1996,1,Monday,March
1823,19960405,1996-04-05,5,4,Q2,1996,5,Friday,April
1824,19960408,1996-04-08,8,4,Q2,1996,1,Monday,April
1825,19960415,1996-04-15,15,4,Q2,1996,1,Monday,April
1826,19960422,1996-04-22,22,4,Q2,1996,1,Monday,April
1827,19960429,1996-04-29,29,4,Q2,1996,1,Monday,April
1828,19960501,1996-05-01,1,5,Q2,1996,3,Wednesday,May
1829,19960503,1996-05-03,3,5,Q2,1996,5,Friday,May
1830,19960506,1996-05-06,6,5,Q2,1996,1,Monday,May
1831,19960513,1996-05-13,13,5,Q2,1996,1,Monday,May
1832,19960520,1996-05-20,20,5,Q2,1996,1,Monday,May
1833,19960527,1996-05-27,27,5,Q2,1996,1,Monday,May
1834,19960610,1996-06-10,10,6,Q2,1996,1,Monday,June
1835,19960617,1996-06-17,17,6,Q2,1996,1,Monday,June
1836,19960624,1996-06-24,24,6,Q2,1996,1,Monday,June
1837,19960708,1996-07-08,8,7,Q3,1996,1,Monday,July
1838,19960712,1996-07-12,12,7,Q3,1996,5,Friday,July
1839,19960715,1996-07-15,15,7,Q3,1996,1,Monday,July
1840,19960722,1996-07-22,22,7,Q3,1996,1,Monday,July
1841,19960729,1996-07-29,29,7,Q3,1996,1,Monday,July
1842,19960805,1996-08-05,5,8,Q3,1996,1,Monday,August
1843,19960812,1996-08-12,12,8,Q3,1996,1,Monday,August
1844,19960819,1996-08-19,19,8,Q3,1996,1,Monday,August
1845,19960826,1996-08-26,26,8,Q3,1996,1,Monday,August
1846,19960909,1996-09-09,9,9,Q3,1996,1,Monday,September
1847,19960920,1996-09-20,20,9,Q3,1996,5,Friday,September
1848,19960923,1996-09-23,23,9,Q3,1996,1,Monday,September
1849,19960930,1996-09-30,30,9,Q3,1996,1,Monday,September
1850,19961007,1996-10-07,7,10,Q4,1996,1,Monday,October
1851,19961014,1996-10-14,14,10,Q4,1996,1,Monday,October
1852,19961021,1996-10-21,21,10,Q4,1996,1,Monday,October
1853,19961028,1996-10-28,28,10,Q4,1996,1,Monday,October
1854,19961104,1996-11-04,4,11,Q4,1996,1,Monday,November
1855,19961119,1996-11-19,19,11,Q4,1996,2,Tuesday,November
1856,19961129,1996-11-29,29,11,Q4,1996,5,Friday,November
1857,19961203,1996-12-03,3,12,Q4,1996,2,Tuesday,December
1858,19961230,1996-12-30,30,12,Q4,1996,1,Monday,December
1859,19970106,1997-01-06,6,1,Q1,1997,1,Monday,January
1860,19970113,1997-01-13,13,1,Q1,1997,1,Monday,January
1861,19970127,1997-01-27,27,1,Q1,1997,1,Monday,January
1862,19970204,1997-02-04,4,2,Q1,1997,2,Tuesday,February
1863,19970207,1997-02-07,7,2,Q1,1997,5,Friday,February
1864,19970210,1997-02-10,10,2,Q1,1997,1,Monday,February
1865,19970214,1997-02-14,14,2,Q1,1997,5,Friday,February
1866,19970217,1997-02-17,17,2,Q1,1997,1,Monday,February
1867,19970218,1997-02-18,18,2,Q1,1997,2,Tuesday,February
1868,19970221,1997-02-21,21,2,Q1,1997,5,Friday,February
1869,19970224,1997-02-24,24,2,Q1,1997,1,Monday,February
1870,19970303,1997-03-03,3,3,Q1,1997,1,Monday,March
1871,19970310,1997-03-10,10,3,Q1,1997,1,Monday,March
1872,19970317,1997-03-17,17,3,Q1,1997,1,Monday,March
1873,19970324,1997-03-24,24,3,Q1,1997,1,Monday,March
1874,19970404,1997-04-04,4,4,Q2,1997,5,Friday,April
1875,19970407,1997-04-07,7,4,Q2,1997,1,Monday,April
1876,19970414,1997-04-14,14,4,Q2,1997,1,Monday,April
1877,19970421,1997-04-21,21,4,Q2,1997,1,Monday,April
1878,19970428,1997-04-28,28,4,Q2,1997,1,Monday,April
1879,19970502,1997-05-02,2,5,Q2,1997,5,Friday,May
1880,19970505,1997-05-05,5,5,Q2,1997,1,Monday,May
1881,19970512,1997-05-12,12,5,Q2,1997,1,Monday,May
1882,19970519,1997-05-19,19,5,Q2,1997,1,Monday,May
1883,19970526,1997-05-26,26,5,Q2,1997,1,Monday,May
1884,19970609,1997-06-09,9,6,Q2,1997,1,Monday,June
1885,19970616,1997-06-16,16,6,Q2,1997,1,Monday,June
1886,19970623,1997-06-23,23,6,Q2,1997,1,Monday,June
1887,19970707,1997-07-07,7,7,Q3,1997,1,Monday,July
1888,19970711,1997-07-11,11,7,Q3,1997,5,Friday,July
1889,19970714,1997-07-14,14,7,Q3,1997,1,Monday,July
1890,19970721,1997-07-21,21,7,Q3,1997,1,Monday,July
1891,19970728,1997-07-28,28,7,Q3,1997,1,Monday,July
1892,19970804,1997-08-04,4,8,Q3,1997,1,Monday,August
1893,19970811,1997-08-11,11,8,Q3,1997,1,Monday,August
1894,19970818,1997-08-18,18,8,Q3,1997,1,Monday,August
1895,19970825,1997-08-25,25,8,Q3,1997,1,Monday,August
1896,19970908,1997-09-08,8,9,Q3,1997,1,Monday,September
1897,19970919,1997-09-19,19,9,Q3,1997,5,Friday,September
1898,19970922,1997-09-22,22,9,Q3,1997,1,Monday,September
1899,19970923,1997-09-23,23,9,Q3,1997,2,Tuesday,September
1900,19970929,1997-09-29,29,9,Q3,1997,1,Monday,September
1901,19971006,1997-10-06,6,10,Q4,1997,1,Monday,October
1902,19971013,1997-10-13,13,10,Q4,1997,1,Monday,October
1903,19971020,1997-10-20,20,10,Q4,1997,1,Monday,October
1904,19971027,1997-10-27,27,10,Q4,1997,1,Monday,October
1905,19971103,1997-11-03,3,11,Q4,1997,1,Monday,November
1906,19971110,1997-11-10,10,11,Q4,1997,1,Monday,November
1907,19971128,1997-11-28,28,11,Q4,1997,5,Friday,November
1908,19980105,1998-01-05,5,1,Q1,1998,1,Monday,January
1909,19980112,1998-01-12,12,1,Q1,1998,1,Monday,January
1910,19980119,1998-01-19,19,1,Q1,1998,1,Monday,January
1911,19980202,1998-02-02,2,2,Q1,1998,1,Monday,February
1912,19980209,1998-02-09,9,2,Q1,1998,1,Monday,February
1913,19980213,1998-02-13,13,2,Q1,1998,5,Friday,February
1914,19980216,1998-02-16,16,2,Q1,1998,1,Monday,February
1915,19980223,1998-02-23,23,2,Q1,1998,1,Monday,February
1916,19980302,1998-03-02,2,3,Q1,1998,1,Monday,March
1917,19980309,1998-03-09,9,3,Q1,1998,1,Monday,March
1918,19980316,1998-03-16,16,3,Q1,1998,1,Monday,March
1919,19980323,1998-03-23,23,3,Q1,1998,1,Monday,March
1920,19980403,1998-04-03,3,4,Q2,1998,5,Friday,April
1921,19980404,1998-04-04,4,4,Q2,1998,6,Saturday,April
1922,19980406,1998-04-06,6,4,Q2,1998,1,Monday,April
1923,19980413,1998-04-13,13,4,Q2,1998,1,Monday,April
1924,19980417,1998-04-17,17,4,Q2,1998,5,Friday,April
1925,19980420,1998-04-20,20,4,Q2,1998,1,Monday,April
1926,19980427,1998-04-27,27,4,Q2,1998,1,Monday,April
1927,19980501,1998-05-01,1,5,Q2,1998,5,Friday,May
